award_date,grant_number
2021-03-09,2R01DA005018-32A1
2021-03-09,5F31DK123886-02
2021-03-09,5R01MH113078-05
2021-03-09,5K08AI124979-04
2021-03-09,1R01ES031809-01A1
2021-03-09,5R01GM117188-04
2021-03-09,5R01GM125085-04
2021-03-09,5R01NS034239-26
2021-03-09,5R01AI089894-13
2021-03-09,5R44DA050339-03
2021-03-09,2R01AI122528-06A1
2021-03-09,5R01AG053961-04
2021-03-09,1R21NR019910-01
2021-03-09,5R01MH070039-19
2021-03-09,1F31CA257351-01
2021-03-09,5R01CA249689-02
2021-03-09,5R01HL136310-04
2021-03-09,3R01AG062691-02S1
2021-03-09,5R01DE029436-02
2021-03-09,1R01ES032719-01
2021-03-10,5R01MH112517-05
2021-03-10,5D43TW005884-19
2021-03-10,5R01MH112505-05
2021-03-10,5R01GM083122-12
2021-03-10,1R21MH120414-01A1
2021-03-10,3R35GM122523-04S1
2021-03-10,1R03NS121831-01
2021-03-10,5R35GM136341-02
2021-03-10,5R01CA241148-02
2021-03-10,3R01AG062200-03S1
2021-03-10,5R44GM123789-03
2021-03-10,1R21AI160547-01A1
2021-03-10,5U01CA229345-03
2021-03-10,1R03AG070477-01
2021-03-10,1R21ES033118-01
2021-03-10,3R01CA238191-02S1
2021-03-10,1R21AI159459-01
2021-03-10,5R01CA181217-07
2021-03-10,2R01HL130995-05A1
2021-03-10,5R01DK106618-06
2021-03-10,5R21AI149636-02
2021-03-10,5R21HD099368-02
2021-03-10,1R01GM141422-01
2021-03-10,5T34GM136486-02
2021-03-10,1R21AI156669-01
2021-03-10,5R01HS025440-04
2021-03-10,1R36HS028373-01
2021-03-10,2R01HL075316-13
2021-03-10,5R01DA046527-04
2021-03-10,5K24AR075060-03
2021-03-10,5R01HL139880-04
2021-03-10,5R01MH110538-05
2021-03-10,5R01NS064135-12
2021-03-10,1F31CA257404-01
2021-03-10,1R03HD103864-01
2021-03-10,1R01NS112304-01A1
2021-03-10,5R01DK115473-04
2021-03-10,3UH3NS103550-04S1
2021-03-10,1F31HL158020-01
2021-03-10,5R01MH116005-04
2021-03-10,5R01HL140938-04
2021-03-10,5R01HL061322-22
2021-03-10,5R01NS056217-15
2021-03-10,5K12DA031794-09
2021-03-10,4R44MH121965-02
2021-03-10,1R21EB031249-01
2021-03-10,5D43TW010529-04
2021-03-10,5R01AA025792-04
2021-03-10,2R44DC017107-02
2021-03-10,1F32CA260769-01
2021-03-10,5R01AI149341-02
2021-03-10,5R01DK118079-03
2021-03-10,5R21DA050120-02
2021-03-10,4K99HL143194-03
2021-03-10,5R35GM134944-02
2021-03-10,5R01HG008752-06
2021-03-10,1R21NS121462-01
2021-03-10,1R21AI151571-01A1
2021-03-10,1K08DA050779-01A1
2021-03-10,5F32AI152348-02
2021-03-10,5P2CHD058486-13
2021-03-10,5P2CHD058486-13
2021-03-10,1R03AR078938-01
2021-03-10,5R01GM127954-04
2021-03-10,1R01GM141374-01
2021-03-10,5R01CA223534-03
2021-03-10,2U24HG002659-19
2021-03-10,3U01CA167552-09S1
2021-03-10,1R21CA247647-01A1
2021-03-10,5R01HL141191-03
2021-03-10,5R01HL137813-04
2021-03-10,5R35NS116804-02
2021-03-10,1R01EB029443-01A1
2021-03-10,1F31MH126543-01
2021-03-10,5R25HL147231-03
2021-03-10,5R01CA183878-07
2021-03-10,1K99HL151900-01A1
2021-03-10,1R01AI160189-01
2021-03-10,5R44HD095689-03
2021-03-10,5R01AG067417-02
2021-03-10,7R01CA224911-04
2021-03-10,5R01AI123422-05
2021-03-10,5R03HD101413-02
2021-03-10,1R01HD101406-01A1
2021-03-10,1K01DK124244-01A1
2021-03-10,5R01AA026859-03
2021-03-10,1R21AI156170-01
2021-03-10,1R01GM141340-01
2021-03-10,5R01AI152126-02
2021-03-10,1K08HL157725-01
2021-03-10,5R01GM136822-02
2021-03-10,5U24CA076518-24
2021-03-10,5R01DE006014-38
2021-03-10,5R01CA163830-08
2021-03-10,1K99AA028579-01A1
2021-03-10,5K24DA034621-09
2021-03-10,5R01NS031609-26
2021-03-10,1K23MH122773-01A1
2021-03-10,5P2CHD058486-13
2021-03-10,1F31NS122495-01
2021-03-10,5R01MH116147-04
2021-03-10,5R01NS105615-04
2021-03-10,5R01MH122599-02
2021-03-10,5R01DK095811-08
2021-03-10,5R35HL145241-03
2021-03-10,1R01DK128068-01
2021-03-10,1F32MH126466-01
2021-03-10,5K01HD097218-03
2021-03-10,1R03HD102518-01A1
2021-03-10,5U24DA048538-03
2021-03-10,5R01AG029672-10
2021-03-10,7K23HL141447-04
2021-03-10,1R21AI157616-01
2021-03-10,2R25HL084665-16
2021-03-10,5R01CA238471-03
2021-03-10,5R01MH112558-05
2021-03-10,5R01DA048029-03
2021-03-10,5P30MH062294-19
2021-03-10,1R21HD105189-01
2021-03-10,5R01GM124043-04
2021-03-10,1R13TR003732-01
2021-03-10,1F31NS122411-01
2021-03-10,5F32HL151132-02
2021-03-10,5R01HL080396-13
2021-03-10,5R01DK117161-04
2021-03-10,1T32MH126772-01
2021-03-10,5R01CA214704-05
2021-03-10,1R21EB029622-01A1
2021-03-10,1K23DA050798-01A1
2021-03-10,5R01CA237153-03
2021-03-10,5P30MH062294-19
2021-03-10,5P30MH062294-19
2021-03-10,5P30MH062294-19
2021-03-10,5D43TW007393-17
2021-03-10,5R00DA043011-05
2021-03-10,5R01AI130058-05
2021-03-10,5R01HL150069-02
2021-03-10,5R01HL095524-11
2021-03-10,5R21DK124816-02
2021-03-10,2R01AI123146-06
2021-03-10,1R21DA051193-01A1
2021-03-10,5R01HL121527-07
2021-03-10,5R25HD098048-03
2021-03-10,1R21AI156123-01
2021-03-10,1F30AG071114-01
2021-03-10,1K01DA050769-01A1
2021-03-10,1R21AI156042-01
2021-03-10,1RF1AG071024-01
2021-03-10,1F31HD103373-01A1
2021-03-10,1R43HL157291-01
2021-03-10,1R21NS121615-01
2021-03-10,5R01GM118651-06
2021-03-10,5R35GM127030-04
2021-03-10,1F31HL158003-01
2021-03-10,2U24HG001315-27
2021-03-10,5F31NS115315-02
2021-03-10,1R21MH126271-01
2021-03-10,7R21AI145541-02
2021-03-10,5P30MH062294-19
2021-03-10,1R35GM139514-01
2021-03-10,5R37NS035546-26
2021-03-10,1R21AI159800-01
2021-03-10,5R01GM129584-03
2021-03-10,5P2CHD058486-13
2021-03-10,1R01CA260170-01
2021-03-10,2R01DA030005-11
2021-03-10,1R21AI156446-01
2021-03-10,5R01AI121054-05
2021-03-10,5P30MH062294-19
2021-03-10,5R01HL141386-03
2021-03-10,5R01AG066711-02
2021-03-10,2R01HL116895-06
2021-03-10,4R37AG013925-20
2021-03-10,5R01HL148171-02
2021-03-10,5R35GM122548-05
2021-03-10,1F31NS122484-01
2021-03-10,5R01CA243486-02
2021-03-10,2R01HL131461-05
2021-03-10,7R01AI150381-02
2021-03-10,5R01DK109544-05
2021-03-10,1R36HS027699-01A1
2021-03-10,1R43HL158319-01
2021-03-10,7R01CA219964-04
2021-03-10,5K23MH120351-02
2021-03-10,2R01AR041398-26
2021-03-10,5R01NS042169-17
2021-03-10,5R21CA236594-03
2021-03-10,5T32HL149645-02
2021-03-10,3R43CA235915-01A1S1
2021-03-10,1R01AI160226-01
2021-03-10,5R01NS112727-03
2021-03-10,5R01AI132519-04
2021-03-10,1R35GM139541-01
2021-03-10,5R35GM122538-05
2021-03-10,1R01CA257505-01A1
2021-03-10,3R01AG062691-02S2
2021-03-10,1F30AG071339-01
2021-03-10,7K01DK111790-05
2021-03-10,1R01ES031743-01A1
2021-03-10,5R01AI137409-04
2021-03-10,2R01GM071574-17
2021-03-10,2R01GM056398-22
2021-03-10,5R01DC016324-04
2021-03-10,5K23HD099331-02
2021-03-10,5R01NS102815-04
2021-03-10,1K01DA050906-01A1
2021-03-10,3U01CA244291-01S1
2021-03-10,5R37GM029963-38
2021-03-10,5K01HL140279-05
2021-03-10,5R37AI052453-18
2021-03-11,5R01NS081303-08
2021-03-11,1R01HD102639-01A1
2021-03-11,5R01HL152131-02
2021-03-11,5R35GM131795-04
2021-03-11,5R01DK122350-02
2021-03-11,5R35GM122524-05
2021-03-11,5R01DK085259-10
2021-03-11,5K43TW010704-05
2021-03-11,5R01HD008188-49
2021-03-11,5F32MH117973-03
2021-03-11,5K01MH120321-02
2021-03-11,7R01HL139754-04
2021-03-11,5R01CA249054-02
2021-03-11,5K01MH111374-06
2021-03-11,5R25GM056929-24
2021-03-11,1R01CA260249-01
2021-03-11,2R01GM114173-05A1
2021-03-11,5K01AG059843-03
2021-03-11,5R01AT010171-03
2021-03-11,5R01HG008140-05
2021-03-11,5K08GM132689-03
2021-03-11,5R01CA208108-05
2021-03-11,5R01CA226269-02
2021-03-11,5R01DA040966-05
2021-03-11,5R01NS117068-02
2021-03-11,5R01DE026450-05
2021-03-11,5R01DK123459-02
2021-03-11,5R01HG010040-05
2021-03-11,5U01AI152153-02
2021-03-11,4R44DA046151-02
2021-03-11,5R44GM123836-03
2021-03-11,5R01NS105971-04
2021-03-11,5R01AG062689-03
2021-03-11,1R03AI156560-01
2021-03-11,5R01CA247960-02
2021-03-11,5R01AI102766-09
2021-03-11,5R01DK114366-04
2021-03-11,1R15HL150570-01A1
2021-03-11,5R01DK124609-02
2021-03-11,5R01GM129153-03
2021-03-11,5R01DK124384-02
2021-03-11,5R35GM136356-02
2021-03-11,5R01AI145871-02
2021-03-11,5U01HL146201-03
2021-03-11,5R01AG053184-04
2021-03-11,5K23AG053429-05
2021-03-11,5R01HL139671-03
2021-03-11,5F30CA239313-03
2021-03-11,5R01DK118425-03
2021-03-11,1R03CA259863-01
2021-03-11,1R01AI159450-01
2021-03-11,5K24AG056589-04
2021-03-11,1R01DK126959-01
2021-03-11,3R01EB026710-02S1
2021-03-11,5R01DE028544-03
2021-03-11,5R01GM134423-02
2021-03-11,5R01MH112560-05
2021-03-11,5F32NS116208-02
2021-03-11,1R01HL157803-01
2021-03-11,5K08MH116101-04
2021-03-11,1R01DK125546-01A1
2021-03-11,2R01GM108751-05A1
2021-03-11,1F31AI152422-01A1
2021-03-11,1R13DK129024-01
2021-03-11,5R01AG049924-05
2021-03-11,5R01CA239697-02
2021-03-11,5R01CA215284-05
2021-03-11,7R01DA053028-02
2021-03-11,5R01CA239342-03
2021-03-11,1R01DK126809-01A1
2021-03-11,5R01NS065992-10
2021-03-11,1R21MH126076-01
2021-03-11,7R01MH116782-04
2021-03-11,5R01NS110791-03
2021-03-11,1R01NS121246-01
2021-03-11,5R01CA236871-03
2021-03-11,5R01GM127545-04
2021-03-11,5K99NS114162-02
2021-03-11,1R03CA259894-01
2021-03-11,5R01NS102731-04
2021-03-11,5F30CA250247-02
2021-03-11,5R01NS034467-22
2021-03-11,5R01GM043585-25
2021-03-11,5R61NS111347-02
2021-03-11,5R25GM089569-12
2021-03-11,5R01GM128042-04
2021-03-11,5R01CA241420-02
2021-03-11,2R13DC003383-21
2021-03-11,5R21AI151924-02
2021-03-11,1R01MH120514-01A1
2021-03-11,5R01HL149677-02
2021-03-11,3R01AG062706-03S1
2021-03-11,5R01DA050613-02
2021-03-11,1K08CA252169-01A1
2021-03-11,5F32HL151117-02
2021-03-11,2R56DK052798-22
2021-03-11,1R21MH125263-01
2021-03-11,1F31CA254207-01A1
2021-03-11,5R01HL046716-27
2021-03-11,1R01DK128900-01
2021-03-11,5R01CA236702-03
2021-03-11,1R01AI160607-01
2021-03-11,1R15GM141650-01
2021-03-11,1R01MH120237-01A1
2021-03-11,1R01GM141147-01
2021-03-11,5R01AG056102-05
2021-03-11,5R01AG065252-02
2021-03-11,5R01DK101674-07
2021-03-11,5K23AG061284-03
2021-03-11,1K99HD105016-01
2021-03-11,5R01AG026158-15
2021-03-11,2R13AI129217-05
2021-03-11,3U01AG060164-03S1
2021-03-11,1R21NS121431-01
2021-03-11,5R01CA076167-17
2021-03-11,7R21TR002639-03
2021-03-11,3R01HL130764-07A1S1
2021-03-11,5R01GM118847-06
2021-03-11,1R21EB031319-01
2021-03-11,5R33CA236687-03
2021-03-11,5R35GM131889-03
2021-03-11,5K23MH122504-02
2021-03-11,5R01GM114450-07
2021-03-11,5K23DA045242-03
2021-03-11,5R01HD090071-05
2021-03-11,5R01CA214965-06
2021-03-11,5R01NS082265-07
2021-03-11,5R01DK124259-02
2021-03-11,1R01HL154154-01A1
2021-03-11,5R01AG022983-15
2021-03-11,3K01AG057820-03S1
2021-03-11,1R01HL146404-01A1
2021-03-11,1R21NS120419-01A1
2021-03-11,5R01NS112503-02
2021-03-11,5T32CA236754-03
2021-03-11,1R21MH122961-01A1
2021-03-11,5R44CA243939-02
2021-03-11,5R01HL152200-02
2021-03-11,5R01NS105756-04
2021-03-11,3R41NS113642-02S1
2021-03-11,5R01AG062582-02
2021-03-11,1R21AI156728-01
2021-03-11,5R01MH115773-04
2021-03-11,5R01NS111980-03
2021-03-11,5R01NS113517-03
2021-03-11,1F30AI154740-01A1
2021-03-11,1R03AG070540-01
2021-03-11,5K23MD013899-03
2021-03-11,1SC2GM141988-01
2021-03-11,5U01HL146194-03
2021-03-11,1R01AI155749-01
2021-03-11,5R25HD094667-03
2021-03-11,1K08CA252619-01A1
2021-03-11,1R21NS122389-01
2021-03-11,1R43CA257721-01A1
2021-03-11,1R01CA258688-01
2021-03-11,5K23AG058806-04
2021-03-11,5R01AR073774-02
2021-03-11,5R35GM131687-03
2021-03-11,5F32GM137472-02
2021-03-11,5R01AI044170-24
2021-03-11,1RF1AG070047-01
2021-03-11,5R01GM123124-04
2021-03-11,5R01DK118433-03
2021-03-11,5F31HL150898-02
2021-03-11,5R01CA204665-04
2021-03-11,5R01HL142282-04
2021-03-11,1F31AI154796-01A1
2021-03-11,5R25GM083252-14
2021-03-11,1R01GM141313-01
2021-03-11,1R21MH123841-01A1
2021-03-11,5K23AT010099-04
2021-03-11,5R21DE029604-02
2021-03-11,5R01NS036232-22
2021-03-11,1I01BX005299-01
2021-03-11,1R01DK127601-01
2021-03-11,3R01AT009444-03S2
2021-03-11,5R61MH122647-02
2021-03-11,7K01AA024809-05
2021-03-11,1K23MD015089-01A1
2021-03-11,5R01NS100703-04
2021-03-11,1K99DC019397-01
2021-03-11,5R01GM079351-12
2021-03-11,5R01AI130089-04
2021-03-11,5U01HL146205-03
2021-03-11,1I01BX005477-01
2021-03-11,5R35GM131783-03
2021-03-11,5R01CA205166-05
2021-03-11,7R01HL129785-05
2021-03-11,5R35NS111583-03
2021-03-11,1R03HD101852-01A1
2021-03-11,5R01HS026457-03
2021-03-11,2R01DK120445-03
2021-03-11,5R01DA034231-08
2021-03-11,1K23HL151903-01A1
2021-03-11,1R01HL157151-01
2021-03-11,5K24AI150992-02
2021-03-11,2R01GM118396-06
2021-03-11,5K23NS097629-05
2021-03-11,5F32AT010087-03
2021-03-11,5R01CA230628-03
2021-03-11,5R01HL141608-03
2021-03-11,5R01HL139903-04
2021-03-11,5R35GM131681-03
2021-03-11,5R01CA231122-03
2021-03-11,5R01NS097818-05
2021-03-11,5U01HL146203-03
2021-03-11,5R01AG037984-19
2021-03-11,5R01AI135673-04
2021-03-11,2R01DA038058-07A1
2021-03-11,5R35GM122577-05
2021-03-11,5R01AG063937-02
2021-03-11,5F32GM137487-02
2021-03-11,2R01DK092883-10
2021-03-11,5R01DE027957-03
2021-03-11,5R35GM136218-02
2021-03-11,7K01AI143881-03
2021-03-11,5U24CA237719-03
2021-03-11,5UG1DA013714-20
2021-03-11,1R13HS027769-01
2021-03-11,1R01GM141691-01
2021-03-11,5R25GM122722-05
2021-03-11,5R00HL141678-04
2021-03-11,5R03HD101795-02
2021-03-11,3R01EB026344-03S1
2021-03-11,1R21DK128680-01
2021-03-11,5R13DC018244-02
2021-03-11,5R01AI129706-05
2021-03-11,5U01HL146202-03
2021-03-12,5R21GM135734-02
2021-03-12,5R01DE021410-09
2021-03-12,5R01AI123106-05
2021-03-12,5R21NR019160-02
2021-03-12,5U01HL146241-03
2021-03-12,5U19AI089680-12
2021-03-12,5U19AI057229-18
2021-03-12,5R01HD099084-02
2021-03-12,5R01GM136968-02
2021-03-12,5K08HD098556-02
2021-03-12,5K08CA237338-03
2021-03-12,1R35HL155652-01
2021-03-12,5U19AI142733-03
2021-03-12,5U19AI089680-12
2021-03-12,5U19AI089680-12
2021-03-12,5R01AI134636-04
2021-03-12,5R01HL144568-02
2021-03-12,5R01GM128008-04
2021-03-12,5F32DK121415-03
2021-03-12,1R01HL143339-01A1
2021-03-12,5U19AI089680-12
2021-03-12,5R01HL138417-04
2021-03-12,5U01AI150753-02
2021-03-12,2R01EY024484-06
2021-03-12,1R21NS122011-01
2021-03-12,5R13DA047696-03
2021-03-12,5R35GM131896-03
2021-03-12,5R01HL147097-03
2021-03-12,1R01DK123264-01A1
2021-03-12,5U19AI142733-03
2021-03-12,5U19AI142733-03
2021-03-12,5U19AI142733-03
2021-03-12,5U19AI142733-03
2021-03-12,5R01ES031261-02
2021-03-12,1R34NR019283-01A1
2021-03-12,1R01AG070897-01
2021-03-12,5U19AI089680-12
2021-03-12,1R21GM141677-01
2021-03-12,5R01LM010098-12
2021-03-12,5R01DK118333-03
2021-03-12,5K02ES029119-05
2021-03-12,1K23NS120037-01
2021-03-12,1R01DK124380-01A1
2021-03-12,5R01HL152074-02
2021-03-12,5R01HL152205-02
2021-03-12,5R01DE027983-03
2021-03-12,5R35GM131921-03
2021-03-12,1R01AI158704-01
2021-03-12,5K01AR071503-04
2021-03-12,1R21ES032060-01A1
2021-03-12,5R01DK124301-02
2021-03-12,5R01GM122855-04
2021-03-12,5F30CA217109-05
2021-03-12,5R01HL151684-02
2021-03-12,5R01AG062198-03
2021-03-12,5R00GM129456-04
2021-03-12,5R25DA043224-03
2021-03-12,5U19AI089680-12
2021-03-12,5R01LM012011-06
2021-03-12,1R01HL156670-01
2021-03-12,5K23HL135277-05
2021-03-12,5U01DA021525-15
2021-03-12,5R01CA200994-05
2021-03-12,5R35GM131845-03
2021-03-12,5R01LM013151-02
2021-03-12,5R01HL147558-03
2021-03-12,5R01HL139748-04
2021-03-12,1K23MH123729-01A1
2021-03-12,5R01CA248475-02
2021-03-12,1F31CA254328-01A1
2021-03-12,1RF1AG071665-01
2021-03-12,5U19AI057229-18
2021-03-12,5R35GM131842-03
2021-03-12,1R01GM142173-01
2021-03-12,5R01MH097949-10
2021-03-12,3U24HD092094-04S1
2021-03-12,5R01CA220524-04
2021-03-12,5R24AT001293-18
2021-03-12,5R01CA216426-04
2021-03-12,1R37CA258426-01
2021-03-12,5R21AR075275-02
2021-03-12,5R61MH117192-02
2021-03-12,7R01AG059731-04
2021-03-12,5R01HL146558-03
2021-03-12,1K23HD103872-01
2021-03-12,1K23MH124015-01A1
2021-03-12,1R03AG070784-01
2021-03-12,5R01ES029749-04
2021-03-12,1R41AI157565-01A1
2021-03-12,5R01AG054641-05
2021-03-12,5F31HD102155-02
2021-03-12,5R01GM113933-07
2021-03-12,5U19AI142733-03
2021-03-12,5F31GM137587-02
2021-03-12,5R01AG054787-04
2021-03-12,5R01AG064794-03
2021-03-12,5U01HL146240-03
2021-03-12,5R01HL141205-04
2021-03-12,5R01GM129329-04
2021-03-12,1R01HL153176-01A1
2021-03-12,5R01HL142210-03
2021-03-12,1R35GM140862-01
2021-03-12,5R21AR076056-02
2021-03-12,5R01HG010171-03
2021-03-12,5R01ES029541-03
2021-03-12,5R35GM127121-04
2021-03-12,1R21HD105021-01
2021-03-12,5K01HL138098-05
2021-03-12,1R01AA028761-01
2021-03-12,5R01HL146690-03
2021-03-12,5R01CA161608-09
2021-03-12,5U19AI077439-14
2021-03-12,5R01GM136759-02
2021-03-12,5UG1CA233198-03
2021-03-12,3R01AG056060-05S1
2021-03-12,5U01HL146242-03
2021-03-12,5R21OD028764-02
2021-03-12,3R21AG060243-02S1
2021-03-12,5F32GM137513-02
2021-03-12,1F32AI161850-01
2021-03-12,5R37CA248565-02
2021-03-12,5R01HL146402-03
2021-03-12,5R01AG065917-02
2021-03-12,5R01MH113648-05
2021-03-12,5R01AG041831-09
2021-03-12,5R01DA042146-04
2021-03-12,5UG1DA013035-20
2021-03-12,7R01HL136833-04
2021-03-12,1R35GM141906-01
2021-03-12,5R01GM136842-02
2021-03-12,1R01DK124344-01A1
2021-03-12,5R01AI150647-02
2021-03-12,5R01HL146627-03
2021-03-12,5F31NS117178-02
2021-03-12,5RC2DK116691-04
2021-03-12,5R01ES030084-03
2021-03-12,5K23DA048169-03
2021-03-12,5R21CA246359-02
2021-03-12,5R21ES031795-02
2021-03-12,5R01ES029528-03
2021-03-12,5R01HL136813-05
2021-03-12,5R01HL146676-03
2021-03-12,5R01CA217092-06
2021-03-12,5R01CA215802-05
2021-03-12,3UL1TR002535-03S3
2021-03-12,5R01CA230032-03
2021-03-12,5I01BX004045-03
2021-03-12,5R01MH112847-05
2021-03-12,5R21DK121242-02
2021-03-12,5R35GM122606-05
2021-03-12,1K23MH126313-01
2021-03-12,1R21AA028891-01
2021-03-12,3R01AA026844-03S1
2021-03-12,2R01DK092232-08A1
2021-03-12,1R01DC019353-01
2021-03-12,5R01HL136965-04
2021-03-12,5K25DA049944-02
2021-03-12,1R01DK125561-01A1
2021-03-12,5U19AI057229-18
2021-03-12,5R01HL141187-04
2021-03-12,5R01TW011228-04
2021-03-12,5R01DK103047-06
2021-03-12,5R35GM136243-02
2021-03-12,5U19AI089680-12
2021-03-12,5R01DA046111-04
2021-03-12,5F32DE029384-02
2021-03-12,1R03NS121960-01
2021-03-12,1T34GM141989-01
2021-03-12,5R01DA033760-10
2021-03-12,5R01MH122199-02
2021-03-12,5U19AI142733-03
2021-03-12,1R01DA051546-01A1
2021-03-12,1R01AG067590-01A1
2021-03-12,5U19AI057229-18
2021-03-12,5U19AI057229-18
2021-03-12,5K01AG056554-04
2021-03-12,5R01AG016642-22
2021-03-12,5U19AI077439-14
2021-03-12,5U19AI077439-14
2021-03-12,5U19AI077439-14
2021-03-12,5DP1DA051110-02
2021-03-12,5R01AG060115-04
2021-03-12,5R01HD092444-04
2021-03-12,5R01DK120651-03
2021-03-12,5R01MH118973-03
2021-03-12,5F31HD102209-02
2021-03-12,1R21AI161301-01
2021-03-12,5R01DK120689-02
2021-03-12,1R21AI156096-01A1
2021-03-12,5R01MH120136-02
2021-03-12,1R01CA237562-01A1
2021-03-12,1R01HL152183-01A1
2021-03-12,1U01HL156620-01
2021-03-12,5R01AT009268-05
2021-03-12,1R01DA052263-01
2021-03-12,1R21HD102668-01A1
2021-03-12,2R01AR068392-06
2021-03-12,1R01AT011419-01
2021-03-12,1F31HD103405-01A1
2021-03-12,1R01MH125978-01
2021-03-12,5R33AG057289-05
2021-03-12,3OT2HL154984-01S1
2021-03-12,5R01NS105634-03
2021-03-12,1R25DK119180-01A1
2021-03-12,5R01CA240452-02
2021-03-12,5R35GM126904-04
2021-03-12,1F30DK123989-01A1
2021-03-12,1R21AI148701-01A1
2021-03-12,5R21AT010939-02
2021-03-12,5R01NS101043-04
2021-03-12,5R01GM041840-31
2021-03-12,5R01DA045698-04
2021-03-12,1R01CA257837-01
2021-03-12,3R01AA025451-04S1
2021-03-12,3R01AI135045-05S1
2021-03-12,5R01MH063649-17
2021-03-12,5R01AG056944-04
2021-03-12,5R21CA237483-02
2021-03-12,2R01CA196703-06
2021-03-12,1U01AI160418-01
2021-03-12,1R01GM141394-01
2021-03-12,2I01BX003742-04A1
2021-03-12,5R01DK121378-02
2021-03-12,5R01DK125595-02
2021-03-12,5U19AI077439-14
2021-03-12,3U01HL138626-03S2
2021-03-12,1F31NS118811-01A1
2021-03-12,5R01DK121101-03
2021-03-12,3R01AI139238-03S1
2021-03-12,1K99GM138920-01A1
2021-03-12,5U19AI057229-18
2021-03-12,1R21AI144544-01A1
2021-03-12,5R01GM129495-04
2021-03-12,5R01AG064908-02
2021-03-12,1R01AG066650-01A1
2021-03-12,1R21AI156664-01
2021-03-12,1R21HD104069-01
2021-03-12,5R37HD091856-05
2021-03-12,5R01HL152066-02
2021-03-12,1R03CA259896-01
2021-03-12,1F31MH124372-01A1
2021-03-12,2U24HG004059-17
2021-03-12,7R01AR069671-06
2021-03-12,1T34GM140909-01
2021-03-12,5R01AI152765-02
2021-03-12,5R35GM134931-02
2021-03-12,5R01GM129081-03
2021-03-12,5R01AI140133-03
2021-03-12,5R01GM132307-03
2021-03-12,5K08HL136786-05
2021-03-12,3UL1TR002538-04S2
2021-03-12,5R01DK117354-04
2021-03-12,5R25DA043225-04
2021-03-12,1R15NS109804-01A1
2021-03-12,5U19AI089680-12
2021-03-12,5K43TW010401-05
2021-03-12,1R21AI159877-01
2021-03-12,5R01DK120844-03
2021-03-12,1R01AI158576-01
2021-03-12,5R01AR074958-02
2021-03-12,2R01HL130402-05
2021-03-12,1T32GM140951-01
2021-03-12,1F30OD031914-01
2021-03-12,5R01HL146501-03
2021-03-12,1K08AG068374-01A1
2021-03-12,5U19AI057229-18
2021-03-12,5R01DA048853-03
2021-03-12,5U01HL146192-03
2021-03-12,5R01DK062777-18
2021-03-12,1R01HL157100-01
2021-03-12,5R01MH113858-05
2021-03-12,5R01DK082659-13
2021-03-12,1K23MH123934-01A1
2021-03-12,5R01AG053343-05
2021-03-12,5R00DE025874-05
2021-03-12,1R01EB030582-01
2021-03-12,1R01GM139875-01
2021-03-12,1R21AI157927-01
2021-03-12,5R01GM085490-10
2021-03-12,5K01AR072132-05
2021-03-12,5R01CA216839-04
2021-03-12,5R01HL146673-04
2021-03-12,1F32GM139268-01A1
2021-03-12,3R01AG053961-04S1
2021-03-12,1R35GM140819-01
2021-03-12,5U01HL146245-03
2021-03-12,1R01DE029465-01A1
2021-03-12,1R21AI156208-01
2021-03-12,2R01HL059367-19A1
2021-03-12,1U44NS119284-01
2021-03-12,5K01TW010863-04
2021-03-12,5F30DE029105-02
2021-03-12,5R44CA247353-02
2021-03-12,5R01MH120090-02
2021-03-12,5R01DA025646-11
2021-03-12,1R01AI153419-01A1
2021-03-12,5U01DA038886-07
2021-03-12,3OT2OD026585-02S2
2021-03-12,5T32AI138954-03
2021-03-12,5F31HL147428-03
2021-03-12,1K23HD104933-01
2021-03-12,5R35GM131686-03
2021-03-12,5R01AG058940-03
2021-03-12,1F32CA261055-01
2021-03-12,5R01HD010808-43
2021-03-12,5U19AI057229-18
2021-03-12,1R01HL152358-01A1
2021-03-12,5R01MH121397-02
2021-03-12,5R01DE028905-02
2021-03-12,1K23MH126201-01
2021-03-12,5UG1DA049444-03
2021-03-12,5R01HL146465-03
2021-03-12,1R01HD106617-01
2021-03-13,5R01HL147276-03
2021-03-13,5R01HL147861-02
2021-03-13,5R01HL142568-02
2021-03-13,5R01HL152446-02
2021-03-13,5R01HL139629-04
2021-03-13,5R01HL089778-10
2021-03-13,5R01HL136370-03
2021-03-13,5R01HL146541-03
2021-03-13,5R01HL148756-02
2021-03-13,5R01NS114413-02
2021-03-13,1K99AR077090-01A1
2021-03-13,5R01HL139918-04
2021-03-13,5R01HL151345-02
2021-03-13,5R01NS098329-05
2021-03-13,4K99HL141626-03
2021-03-13,5R01HL149354-02
2021-03-13,5R01HL147290-03
2021-03-13,5R01HL148337-02
2021-03-13,5R01HL146868-03
2021-03-13,5U18TR003208-02
2021-03-14,5R01HL151415-02
2021-03-14,1R01AR079220-01
2021-03-14,1R01NS119319-01
2021-03-14,7R01HL139829-04
2021-03-15,5P41GM118217-03
2021-03-15,5P41GM118217-03
2021-03-15,5P41GM118217-03
2021-03-15,1IK6BX005692-01
2021-03-15,1R01DK124351-01A1
2021-03-15,1R01HL151535-01A1
2021-03-15,5R01NS116914-02
2021-03-15,5I01HX002546-04
2021-03-15,1R13DA051121-01A1
2021-03-15,1R01AA028246-01A1
2021-03-15,5R01EY018839-12
