"Download Date","Awarding Office","FAIN","Award Number","Recipient Name","Action Date (Date Terminated)","Total Amount Obligated","Total Amount Expended","Total Payment Amount (As of Termination)","Unliquidated Obligations (As of Termination)","Award Title","Presidential Action","For Cause (Put X if applicable)","Organization_City","Organization_State","Organization_Country","PI_Names","Funding_Institutes","Project_Terms"
"2025-04-09","CDC","NH23IP922601","20NH23IP922601C5","South Carolina Department Of Public Health","2025-03-24","61875620.00","53698686.24","53698686.24","8176933.76","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922601","20NH23IP922601C6","South Carolina Department Of Public Health","2025-03-24","27974028.00","9328497.08","9328497.08","18645530.92","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922601","20NH23IP922601UDSPC 5","South Carolina Department Of Public Health","2025-03-24","4652302.00","27273.00","27273.00","4625029.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922602","19NH23IP922602C3","Ct St Dept Of Public Health","2025-03-24","1696075.00","1288179.03","1288179.03","407895.97","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922602","20NH23IP922602C3","Ct St Dept Of Public Health","2025-03-24","4119336.00","3725031.38","3725031.38","394304.62","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922602","20NH23IP922602C5","Ct St Dept Of Public Health","2025-03-24","42846494.00","37876172.04","37876172.04","4970321.96","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922602","20NH23IP922602C6","Ct St Dept Of Public Health","2025-03-24","23489150.00","12872478.02","12872478.02","10616671.98","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922602","20NH23IP922602IISC6","Ct St Dept Of Public Health","2025-03-24","858401.00","671218.77","671218.77","187182.23","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922603","19NH23IP922603C3","Department Of Health New Mexico","2025-03-24","1020879.00","799465.70","799465.70","221413.30","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922603","20NH23IP922603C5","Department Of Health New Mexico","2025-03-24","25199029.00","22741379.17","22741379.17","2457649.83","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922603","20NH23IP922603C6","Department Of Health New Mexico","2025-03-24","29104296.00","19004416.31","19004416.31","10099879.69","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922603","20NH23IP922603IISC6","Department Of Health New Mexico","2025-03-24","587221.00","386279.05","386279.05","200941.95","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922603","20NH23IP922603UDSPC 5","Department Of Health New Mexico","2025-03-24","1894664.00","1456388.74","1456388.74","438275.26","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922604","19NH23IP922604C3","Me St Department Of Human Services","2025-03-24","509532.00","405652.79","405652.79","103879.21","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922604","20NH23IP922604C5","Me St Department Of Human Services","2025-03-24","16027651.00","8328540.74","8328540.74","7699110.26","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922604","20NH23IP922604C6","Me St Department Of Human Services","2025-03-24","27311557.00","10323878.91","10323878.91","16987678.09","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922604","20NH23IP922604IISC6","Me St Department Of Human Services","2025-03-24","448235.00","","","448235.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922605","19NH23IP922605C3","Ms St Department Of Health","2025-03-24","1058177.00","903295.88","903295.88","154881.12","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922605","20NH23IP922605C3","Ms St Department Of Health","2025-03-24","2570043.00","1195024.32","1195024.32","1375018.68","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922605","20NH23IP922605C5","Ms St Department Of Health","2025-03-24","33637618.00","14901933.05","14901933.05","18735684.95","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922605","20NH23IP922605C6","Ms St Department Of Health","2025-03-24","24124813.00","8111366.90","8111366.90","16013446.10","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922605","20NH23IP922605IISC6","Ms St Department Of Health","2025-03-24","749605.00","456462.00","456462.00","293143.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922605","20NH23IP922605UDSPC 5","Ms St Department Of Health","2025-03-24","4818006.00","1172894.94","1172894.94","3645111.06","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922606","20NH23IP922606C3","Mo St Department Of Health & Senior Services","2025-03-24","5517824.00","2696651.72","2696651.72","2821172.28","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922606","20NH23IP922606C5","Mo St Department Of Health & Senior Services","2025-03-24","49803363.00","31340436.99","31340436.99","18462926.01","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922606","20NH23IP922606C6","Mo St Department Of Health & Senior Services","2025-03-24","31610431.00","1566000.00","1566000.00","30044431.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922606","20NH23IP922606IISC6","Mo St Department Of Health & Senior Services","2025-03-24","1333398.00","1000000.00","1000000.00","333398.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922606","20NH23IP922606UDSPC 5","Mo St Department Of Health & Senior Services","2025-03-24","29500000.00","25730435.83","25730435.83","3769564.17","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922607","19NH23IP922607C3","Fl St Dept Of Hlth","2025-03-24","8792153.00","6711099.61","6711099.61","2081053.39","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922607","20NH23IP922607C3","Fl St Dept Of Hlth","2025-03-24","21353906.00","9203584.65","9203584.65","12150321.35","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922607","20NH23IP922607C5","Fl St Dept Of Hlth","2025-03-24","271507432.00","170332720.78","170332720.78","101174711.22","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922607","20NH23IP922607C6","Fl St Dept Of Hlth","2025-03-24","110619713.00","","","110619713.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922608","19NH23IP922608C3","Pr Department Of Health, Admin Of Facilities/Hlth Svcs","2025-03-24","993245.00","735508.60","735508.60","257736.40","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922608","20NH23IP922608C3","Pr Department Of Health, Admin Of Facilities/Hlth Svcs","2025-03-24","2412341.00","1748289.49","1748289.49","664051.51","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922608","20NH23IP922608C5","Pr Department Of Health, Admin Of Facilities/Hlth Svcs","2025-03-24","37470466.00","17818350.63","17818350.63","19652115.37","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922608","20NH23IP922608C6","Pr Department Of Health, Admin Of Facilities/Hlth Svcs","2025-03-24","19873207.00","685220.69","685220.69","19187986.31","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922608","20NH23IP922608IISC6","Pr Department Of Health, Admin Of Facilities/Hlth Svcs","2025-03-24","789779.00","","","789779.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922608","20NH23IP922608UDSPC 5","Pr Department Of Health, Admin Of Facilities/Hlth Svcs","2025-03-24","2885775.00","2102447.04","2102447.04","783327.96","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922609","20NH23IP922609C5","Division Of Child And Family Services","2025-03-24","36479429.00","30071211.45","30071211.45","6408217.55","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922609","20NH23IP922609C6","Division Of Child And Family Services","2025-03-24","23238257.00","19108600.87","19108600.87","4129656.13","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922609","20NH23IP922609UDSPC 5","Division Of Child And Family Services","2025-03-24","3320098.00","1360375.19","1360375.19","1959722.81","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922610","19NH23IP922610C3","Va St Department Of Health","2025-03-24","3762691.00","3105442.94","3105442.94","657248.06","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922610","20NH23IP922610C3","Va St Department Of Health","2025-03-24","9138620.00","6187192.22","6187192.22","2951427.78","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922610","20NH23IP922610C5","Va St Department Of Health","2025-03-24","102577173.00","59821432.17","59821432.17","42755740.83","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922610","20NH23IP922610C6","Va St Department Of Health","2025-03-24","43961646.00","32730932.81","32730932.81","11230713.19","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922610","20NH23IP922610UDSPC 5","Va St Department Of Health","2025-03-24","7712569.00","5838919.10","5838919.10","1873649.90","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922611","20NH23IP922611C3","Wi St Department Of Health & Social Services","2025-03-24","5336255.00","2959805.87","2959805.87","2376449.13","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922611","20NH23IP922611C5","Wi St Department Of Health & Social Services","2025-03-24","68008240.00","55341960.19","55341960.19","12666279.81","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922611","20NH23IP922611C6","Wi St Department Of Health & Social Services","2025-03-24","32447567.00","27269075.52","27269075.52","5178491.48","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922611","20NH23IP922611IISC6","Wi St Department Of Health & Social Services","2025-03-24","1275228.00","583846.47","583846.47","691381.53","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922611","20NH23IP922611UDSPC 5","Wi St Department Of Health & Social Services","2025-03-24","7225000.00","151.41","151.41","7224848.59","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922612","20NH23IP922612C3","California Dept Of Public Health","2025-03-24","48756151.00","48536631.85","48536631.85","219519.15","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922612","20NH23IP922612C5","California Dept Of Public Health","2025-03-24","332048088.00","259620408.45","259620408.45","72427679.55","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922612","20NH23IP922612C6","California Dept Of Public Health","2025-03-24","203505182.00","129380376.83","129380376.83","74124805.17","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
